title,artist,link
Seated Male Nude (Sean Connery) (1952),Ian Lawson,collections.ed.ac.uk/art/record/21418?highlight=*:*
Standing Male Nude (1964),Kirkland Main,collections.ed.ac.uk/art/record/21169?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,collections.ed.ac.uk/art/record/21827?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/50379?highlight=*:*
Untitled (1997),Rachel Clark,collections.ed.ac.uk/art/record/21876?highlight=*:*
Unknown,Olivia Irvine,collections.ed.ac.uk/art/record/53563?highlight=*:*
Seated Nude (1957),Ruth Illingworth,collections.ed.ac.uk/art/record/20933?highlight=*:*
Anique Life drawing - 3rd Year (1962),Kathleen Russell,collections.ed.ac.uk/art/record/99520?highlight=*:*
Portrait of a Man (1939-1940),James Gordon,collections.ed.ac.uk/art/record/21096?highlight=*:*
Portrait of a Man with a Beard (1959),Alan Kemp,collections.ed.ac.uk/art/record/20903?highlight=*:*
Self-Portrait (1967),Gregor Smith,collections.ed.ac.uk/art/record/99398?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,collections.ed.ac.uk/art/record/21960?highlight=*:*
Portrait of a Man (1939),Jessie May Stirling,collections.ed.ac.uk/art/record/21134?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,collections.ed.ac.uk/art/record/21746?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/50388?highlight=*:*
Untitled (Jun 2002),Jeremy Mitchell,collections.ed.ac.uk/art/record/21845?highlight=*:*
Unknown (harbour drawing),Ben Nicholson,collections.ed.ac.uk/art/record/53471?highlight=*:*
Portrait of Seated Man (1956),Ballantyne,collections.ed.ac.uk/art/record/21180?highlight=*:*
Allegro Moderato Firemans' Parade (1977),"Eduardo Luigi Paolozzi KBE, RA",collections.ed.ac.uk/art/record/21697?highlight=*:*
Untitled (1966),Helen G. S Forde,collections.ed.ac.uk/art/record/99813?highlight=*:*
Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine,collections.ed.ac.uk/art/record/99428?highlight=*:*
Still Life (1985),Paul John Croft,collections.ed.ac.uk/art/record/21795?highlight=*:*
Chariot from North Frieze of the Parthenon (1836-1837),NA,collections.ed.ac.uk/art/record/20714?highlight=*:*
Lying Female Nude (1960),Kenneth R Wheatley,collections.ed.ac.uk/art/record/20857?highlight=*:*
Opera - Vienna (1963-1964),L. Allan,collections.ed.ac.uk/art/record/99384?highlight=*:*
Flight Path No 1 (1977),Wilhelmina Barns-Graham CBE HRSA HRSW,collections.ed.ac.uk/art/record/19635?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",collections.ed.ac.uk/art/record/21696?highlight=*:*
Figurative Composition in Brown and Blue (1993),Kenneth T. W. Neil,collections.ed.ac.uk/art/record/20756?highlight=*:*
Two Traffic Lights at Blue (1989),Alavte Clad?,collections.ed.ac.uk/art/record/21893?highlight=*:*
Portrait (1953),George Roderick Carmichael,collections.ed.ac.uk/art/record/22644?highlight=*:*
Cape May (1983),G.M. L.,collections.ed.ac.uk/art/record/21975?highlight=*:*
Untitled (1968),Doreen Turner,collections.ed.ac.uk/art/record/22013?highlight=*:*
Leprosy Capital,Paul J Donaldson,collections.ed.ac.uk/art/record/21445?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/50450?highlight=*:*
Seated Male Nude (25 Jan 1954),Catherine M Gibson,collections.ed.ac.uk/art/record/21229?highlight=*:*
Fancy Pipe (2006),Michael Hecht,collections.ed.ac.uk/art/record/99882?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,collections.ed.ac.uk/art/record/112307?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell,collections.ed.ac.uk/art/record/99962?highlight=*:*
Untitled (1967),Gwen Mackenzie,collections.ed.ac.uk/art/record/111034?highlight=*:*
Unknown (1966),John Nelson,collections.ed.ac.uk/art/record/50497?highlight=*:*
Romeing (2013),Marissa Stoffer,collections.ed.ac.uk/art/record/47444?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,collections.ed.ac.uk/art/record/20656?highlight=*:*
Untitled (Mar 1949),Allan W. Robson,collections.ed.ac.uk/art/record/21743?highlight=*:*
Self Portrait (1992),Victoria A. James,collections.ed.ac.uk/art/record/22742?highlight=*:*
The Etiquette of Landscape and Face: Passage 1 (2015),Leonie Neuweger,collections.ed.ac.uk/art/record/53781?highlight=*:*
Radio Break (2006),Chris Nau,collections.ed.ac.uk/art/record/99879?highlight=*:*
"Mountains, Arran (Unknown)",Catherine Orbach,collections.ed.ac.uk/art/record/21968?highlight=*:*
Standing Female Nude (1951),NA,collections.ed.ac.uk/art/record/21068?highlight=*:*
Untitled - Drawing in Profile of a Sitting Woman (1980),Carolyn S Byres,collections.ed.ac.uk/art/record/99425?highlight=*:*
Architectural Drawing,Graeme McKenna,collections.ed.ac.uk/art/record/21459?highlight=*:*
The Battle (2013),Marissa Stoffer,collections.ed.ac.uk/art/record/47445?highlight=*:*
Untitled (2006),Hannah Jasper,collections.ed.ac.uk/art/record/99856?highlight=*:*
Late-night (Circa 1959),John Boyle,collections.ed.ac.uk/art/record/21335?highlight=*:*
Man Sleeping,Claudia Petretti,collections.ed.ac.uk/art/record/21477?highlight=*:*
Untitled (1983),Unknown,collections.ed.ac.uk/art/record/21894?highlight=*:*
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)",Andrew Binnie,collections.ed.ac.uk/art/record/99466?highlight=*:*
Unknown (1960),Robin E. Bownass,collections.ed.ac.uk/art/record/50604?highlight=*:*
Cotton Wool Brain (2019),Zuzana Ullmannová,collections.ed.ac.uk/art/record/113744?highlight=*:*
Old Town (1998),John Brown,collections.ed.ac.uk/art/record/21865?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,collections.ed.ac.uk/art/record/20725?highlight=*:*
Untitled - Portrait of a Woman in a Hat (1960),Robin E. Bownass,collections.ed.ac.uk/art/record/99373?highlight=*:*
Untitled (1983),Robert Rivers,collections.ed.ac.uk/art/record/99803?highlight=*:*
Untitled (1966),Helen G. S Forde,collections.ed.ac.uk/art/record/99815?highlight=*:*
In''Head (1973),Catherine Freeland,collections.ed.ac.uk/art/record/112355?highlight=*:*
Untitled,Unknown,collections.ed.ac.uk/art/record/99919?highlight=*:*
Yellow Abstract with Half People,Jim Mooney,collections.ed.ac.uk/art/record/22530?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,collections.ed.ac.uk/art/record/102736?highlight=*:*
Standing Female Nude (1957),Ruth Illingworth,collections.ed.ac.uk/art/record/20934?highlight=*:*
Candle and Shell at Sea* (1987),Donald Clark,collections.ed.ac.uk/art/record/22729?highlight=*:*
Landscape,John Brown,collections.ed.ac.uk/art/record/21428?highlight=*:*
Unknown (1950),James T. Ferguson,collections.ed.ac.uk/art/record/53498?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,collections.ed.ac.uk/art/record/21274?highlight=*:*
Unknown (1950),Zygmunt Bukowski,collections.ed.ac.uk/art/record/53555?highlight=*:*
Piana degli Greci (1958),Beatrice Patricia Grimshaw,collections.ed.ac.uk/art/record/53481?highlight=*:*
Standing Female Nude (1959),Kenneth Dingwall,collections.ed.ac.uk/art/record/21329?highlight=*:*
Standing Male Nude with White Cloth,Janet I. Coventry,collections.ed.ac.uk/art/record/22665?highlight=*:*
Saucer,Emma Gillies,collections.ed.ac.uk/art/record/53633?highlight=*:*
Portrait of a Man (1968),Unknown,collections.ed.ac.uk/art/record/21271?highlight=*:*
Untitled (1960),Robert L Snowden,collections.ed.ac.uk/art/record/21543?highlight=*:*
Victorian collar (1956),Unknown,collections.ed.ac.uk/art/record/102699?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,collections.ed.ac.uk/art/record/50493?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21620?highlight=*:*
Portrait of a Woman (1957),Colin Turner,collections.ed.ac.uk/art/record/21143?highlight=*:*
Seated Woman (30 May 1949),David McClure,collections.ed.ac.uk/art/record/21039?highlight=*:*
Seated Female Nude (1953),James Martin,collections.ed.ac.uk/art/record/21059?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21596?highlight=*:*
Portrait of a Young Woman (1958),Ian Hodkinson,collections.ed.ac.uk/art/record/20879?highlight=*:*
Untitled (1987),Mia Stanley,collections.ed.ac.uk/art/record/21577?highlight=*:*
Side Plate,Emma Gillies,collections.ed.ac.uk/art/record/53615?highlight=*:*
Untitled,Peter Pretsell,collections.ed.ac.uk/art/record/99796?highlight=*:*
Abstract,Alan T. Johnston,collections.ed.ac.uk/art/record/22609?highlight=*:*
Unknown (1960),Hugh Deans,collections.ed.ac.uk/art/record/53575?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,collections.ed.ac.uk/art/record/20717?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Reyntiens,collections.ed.ac.uk/art/record/21372?highlight=*:*
Seated Female Nude (1939-1940),James H Donaldson,collections.ed.ac.uk/art/record/21125?highlight=*:*
Untitled (11 Nov 1977),Lesley A. Crave,collections.ed.ac.uk/art/record/21885?highlight=*:*
Untitled (1968),Gillian Mather,collections.ed.ac.uk/art/record/22500?highlight=*:*
Sugar Bowl,Emma Gillies,collections.ed.ac.uk/art/record/53676?highlight=*:*
Morrocan Women (1955),Margaret Proudfoot,collections.ed.ac.uk/art/record/21031?highlight=*:*
Sea Harvest (1953),John Muench,collections.ed.ac.uk/art/record/21753?highlight=*:*
Cornfield (1963),Joan Eardley,collections.ed.ac.uk/art/record/21957?highlight=*:*
Made in Finland (2013),Tiina Lilja,collections.ed.ac.uk/art/record/47439?highlight=*:*
Unknown (1950),Muriel Davidson,collections.ed.ac.uk/art/record/53475?highlight=*:*
Landscape (1968),Alastair Burns,collections.ed.ac.uk/art/record/21273?highlight=*:*
Angel with Candelabrum (facing left),Unknown,collections.ed.ac.uk/art/record/20543?highlight=*:*
The Etiquette of Landscape and Face: Passage 2 (2015),Leonie Neuweger,collections.ed.ac.uk/art/record/53782?highlight=*:*
Discophoros,Unknown,collections.ed.ac.uk/art/record/20589?highlight=*:*
Untitled (1983-1984),Moyna Flannigan,collections.ed.ac.uk/art/record/21915?highlight=*:*
Untitled (Unknown),Patrick McKenzie Smith,collections.ed.ac.uk/art/record/21614?highlight=*:*
Untitled - Still Life of Kitchen Table in Orange (1963),William O. Little,collections.ed.ac.uk/art/record/99269?highlight=*:*
Untitled (1972),Brent D. Millar,collections.ed.ac.uk/art/record/22572?highlight=*:*
Portrait of a Woman (Circa 1939),Ian R McRobbie,collections.ed.ac.uk/art/record/21138?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,collections.ed.ac.uk/art/record/99252?highlight=*:*
Portrait of a Man (1948),Sheena Page,collections.ed.ac.uk/art/record/21071?highlight=*:*
Untitled (Unknown),Edward Stratton,collections.ed.ac.uk/art/record/21800?highlight=*:*
Abstract on Blue*,Unknown,collections.ed.ac.uk/art/record/22536?highlight=*:*
Snowed Under (1998),John Brown,collections.ed.ac.uk/art/record/21863?highlight=*:*
Untitled - Nighttime Scene of the City and River (1962),Geoffrey J Roper,collections.ed.ac.uk/art/record/99370?highlight=*:*
Untitled (2002),Lindsey Edghill,collections.ed.ac.uk/art/record/99943?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/53503?highlight=*:*
Untitled (Unknown),Justine Blair,collections.ed.ac.uk/art/record/21727?highlight=*:*
Untitled,Dr Ainslie Yule,collections.ed.ac.uk/art/record/99535?highlight=*:*
Untitled - Abstract Cathedral (1961),Vivien Alexander,collections.ed.ac.uk/art/record/99385?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,collections.ed.ac.uk/art/record/99279?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/53602?highlight=*:*
Portrait of a Woman (1963),Roger Cameron,collections.ed.ac.uk/art/record/21319?highlight=*:*
Untitled (1963),Carol Handyside,collections.ed.ac.uk/art/record/99841?highlight=*:*
Untitled (Unknown),Vivian Hinkley,collections.ed.ac.uk/art/record/21858?highlight=*:*
Abstract in Yellow and Black (1991),Unknown,collections.ed.ac.uk/art/record/22630?highlight=*:*
Unknown,Leonard I. H. Gray,collections.ed.ac.uk/art/record/53484?highlight=*:*
Espresso Saucer,Emma Gillies,collections.ed.ac.uk/art/record/53683?highlight=*:*
Abstract,V. Constant,collections.ed.ac.uk/art/record/111445?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,collections.ed.ac.uk/art/record/21686?highlight=*:*
Cryptogam (1991),Unknown,collections.ed.ac.uk/art/record/21794?highlight=*:*
Portrait of Seated Man in Uniform Holding Pipe (1952),Frances Walker,collections.ed.ac.uk/art/record/20847?highlight=*:*
Four Standing Male Nudes (1960),Derek Shiel,collections.ed.ac.uk/art/record/20816?highlight=*:*
Seated Female Nude (1964),Kirkland Main,collections.ed.ac.uk/art/record/21167?highlight=*:*
Untitled (1962),F. Milner,collections.ed.ac.uk/art/record/21761?highlight=*:*
Unknown,Muriel Davidson,collections.ed.ac.uk/art/record/53474?highlight=*:*
Discobolus (without head),Unknown,collections.ed.ac.uk/art/record/20591?highlight=*:*
3.a Clarendon serif,Anthony Benjamin,collections.ed.ac.uk/art/record/21670?highlight=*:*
Unknown (1901),George Bain,collections.ed.ac.uk/art/record/50457?highlight=*:*
Untitled (2007),Patricio Esteban Briceno,collections.ed.ac.uk/art/record/99964?highlight=*:*
Unknown (1950),James Bowman,collections.ed.ac.uk/art/record/50609?highlight=*:*
Standing Male Nude (Circa 1952),John Houston,collections.ed.ac.uk/art/record/21350?highlight=*:*
Woman with Pink Hair,H Rogers,collections.ed.ac.uk/art/record/21476?highlight=*:*
Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,collections.ed.ac.uk/art/record/102742?highlight=*:*
Untitled (1962),John Fraser,collections.ed.ac.uk/art/record/99819?highlight=*:*
Unknown (Unknown),Unknown,collections.ed.ac.uk/art/record/21683?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,collections.ed.ac.uk/art/record/21695?highlight=*:*
Near Limoges (1986),Jo Ganter,collections.ed.ac.uk/art/record/21963?highlight=*:*
Untitled (1991),Joanna [Coffin?],collections.ed.ac.uk/art/record/21871?highlight=*:*
Untitled - Portrait of Girl in Glasses (1965),Laura McPherson,collections.ed.ac.uk/art/record/99389?highlight=*:*
Untitled,Roy M. W. Cameron,collections.ed.ac.uk/art/record/112350?highlight=*:*
Three Street Views,Unknown,collections.ed.ac.uk/art/record/21176?highlight=*:*
Altarpiece of the Coronation of the Virgin,Unknown,collections.ed.ac.uk/art/record/20563?highlight=*:*
Study for completed image (1960),Vivien Alexander,collections.ed.ac.uk/art/record/50624?highlight=*:*
Lovers and birds (1963),Norman Thom,collections.ed.ac.uk/art/record/99418?highlight=*:*
Car Interior,Elise Brown,collections.ed.ac.uk/art/record/21495?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,collections.ed.ac.uk/art/record/50494?highlight=*:*
Landscape (1952),James P W Syme,collections.ed.ac.uk/art/record/20839?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,collections.ed.ac.uk/art/record/99462?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/53509?highlight=*:*
Street Scene (1964),Peter Pretsell,collections.ed.ac.uk/art/record/21419?highlight=*:*
Reclining Nude (1952),James P W Syme,collections.ed.ac.uk/art/record/20840?highlight=*:*
Standing Male Nude with staff (1949-1952),Adam Robson,collections.ed.ac.uk/art/record/20812?highlight=*:*
Untitled (1963),W. Douglas,collections.ed.ac.uk/art/record/21768?highlight=*:*
Portrait of a Woman (1953),L Braque,collections.ed.ac.uk/art/record/21199?highlight=*:*
Kneeling Male Nude (1953),Adam M Martin,collections.ed.ac.uk/art/record/21058?highlight=*:*
Unknown (1946),Norma Forrest,collections.ed.ac.uk/art/record/50590?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21789?highlight=*:*
The Mirror Conspiracy (2007),Joakim Lund,collections.ed.ac.uk/art/record/99972?highlight=*:*
Landscape (1966),Beth D. Mitchell,collections.ed.ac.uk/art/record/22675?highlight=*:*
Reclining Male Nude (1958),Ian Hodkinson,collections.ed.ac.uk/art/record/20880?highlight=*:*
Portrait of a Woman (1958),Ann Forbes,collections.ed.ac.uk/art/record/21113?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21573?highlight=*:*
Study for Life Painting (1958),Andrew Smith,collections.ed.ac.uk/art/record/21149?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/99908?highlight=*:*
Unknown (Circa 1890),Unknown,collections.ed.ac.uk/art/record/50465?highlight=*:*
Cantoria (right panel),Unknown,collections.ed.ac.uk/art/record/20580?highlight=*:*
Unknown (1946),Norma Forrest,collections.ed.ac.uk/art/record/50591?highlight=*:*
Untitled (2006),Aimee Laporte,collections.ed.ac.uk/art/record/99880?highlight=*:*
Miners (Circa 1949),Zygmunt Bukowski,collections.ed.ac.uk/art/record/21369?highlight=*:*
Edinburgh Old Town Cityscape (1950),Alastair Flattely,collections.ed.ac.uk/art/record/21375?highlight=*:*
Tiraz (Unknown),Victoria C F Bernie,collections.ed.ac.uk/art/record/21918?highlight=*:*
Autumnal Image,John Johnstone,collections.ed.ac.uk/art/record/22632?highlight=*:*
Abstract Composition in Yellow and Blue (Circa 1976),Gordon MacDonald,collections.ed.ac.uk/art/record/22556?highlight=*:*
Abstract Male Nude in Landscape (1965),William Gillon,collections.ed.ac.uk/art/record/21313?highlight=*:*
Untitled (2002),Jo Ganter,collections.ed.ac.uk/art/record/99923?highlight=*:*
Abstracted Guitar Player (1960),Denness Morton,collections.ed.ac.uk/art/record/21082?highlight=*:*
The Dead Christ (1831),Unknown,collections.ed.ac.uk/art/record/20573?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,collections.ed.ac.uk/art/record/21366?highlight=*:*
Horses and men (facing left),NA,collections.ed.ac.uk/art/record/20659?highlight=*:*
Posts in the Landscape (01 May 1985),Allison E Sharpe,collections.ed.ac.uk/art/record/21469?highlight=*:*
Unknown (1960),Hugh Deans,collections.ed.ac.uk/art/record/53576?highlight=*:*
Birds & Peonies (2002),Asuka Ohsawa,collections.ed.ac.uk/art/record/99940?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,collections.ed.ac.uk/art/record/21191?highlight=*:*
Untitled (2014),Rachel Hill,collections.ed.ac.uk/art/record/47449?highlight=*:*
Unknown,Robert Hamilton Dalrymple,collections.ed.ac.uk/art/record/53532?highlight=*:*
Untitled (1986),David Hosie,collections.ed.ac.uk/art/record/99529?highlight=*:*
"Head of a Young Girl, 1465",Unknown,collections.ed.ac.uk/art/record/20570?highlight=*:*
Untitled (Unknown),Anne Slater,collections.ed.ac.uk/art/record/21797?highlight=*:*
Seated Skeleton (Circa 1955),Peter McGinn,collections.ed.ac.uk/art/record/21087?highlight=*:*
